,rank,name,opendate,month,ac_sales,attend,ac_attend,screen,rep_na,dis_com,age_rate,genre,director,profit_line,actor,act_point
611,86,엄마친구 2,2016-09-01,9,1280000,242,242,20,한국,(주)영화사히트,청소년관람불가,드라마,김대성,,,
612,169,깡치,2016-09-08,9,1570000,45,241,6,한국,(주)드림팩트엔터테인먼트,청소년관람불가,액션,연정모,,,
613,189,일어서는 인간,2016-03-27,3,1500000,170,240,5,한국,보리와 오디 영화사,12세이상관람가,드라마,김미영,,,
615,79,착한 장모,2018-07-09,7,1290000,239,239,20,한국,,,,,,,
616,113,비치하트애솔,2015-01-29,1,1560000,74,237,5,한국,골든타이드픽처스(주),청소년관람불가,"멜로/로맨스,드라마",이난,,,
617,77,완전한 사육 : 소원을 말해봐,2016-06-01,6,1200000,230,230,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,,,
618,85,어린여자 : 맛있는 관음,2016-07-08,7,1200000,230,230,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민환,,,
619,82,맛있는 영화,2016-05-25,5,1200000,230,230,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,,,
620,68,로라의 섹스 파트너,2016-07-28,7,1200000,230,230,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,박범수,,,
621,72,그녀의 섹스 테크닉,2016-07-20,7,1200000,230,230,20,한국,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",코시자카 야스시,,,
622,64,권법형사 : 차이나타운,2015-07-09,7,1170000,225,225,5,한국,골든타이드픽처스(주),청소년관람불가,"액션,범죄",박상현,,,
623,136,기억의 소리,2016-12-15,12,1430000,129,225,8,한국,"이공희 필름,시네마 뉴원",15세이상관람가,"미스터리,판타지",이공희,,,
624,72,초대남,2017-05-23,5,1090000,215,215,20,한국,(주)제이디테크,청소년관람불가,멜로/로맨스,강유민,,,
625,92,나만의 승진 테크닉,2016-07-07,7,1090000,213,213,20,한국,노바엔터테인먼트,청소년관람불가,멜로/로맨스,강백호,,,
626,128,내 친구의 엄마,2016-10-12,10,1100000,125,208,16,한국,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",탁승오,,,0.005255758
627,146,맛있는 워킹걸,2017-02-02,2,910000,173,208,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,화니,,,
628,94,외박: 친구의 여자,2016-09-22,9,1090000,204,204,20,한국,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",유승택,,,
629,79,내 친구의 남편,2017-04-11,4,1030000,202,202,20,한국,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",주종백,,,
630,89,풍뎅이뎅이,2018-02-08,2,1580000,147,200,4,한국,(주)콘텐츠판다,,,,,,
631,98,바람난 여자들,2016-07-21,7,1070000,196,196,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,기대호,,,
632,91,하고 싶은 날,2016-06-28,6,1050000,193,193,20,한국,(주)푸른별 엔터테인먼트,청소년관람불가,멜로/로맨스,장정관,,,
633,76,동호회의 목적,2016-06-16,6,1050000,193,193,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,조경훈,,,
634,94,아내의 동영상,2017-04-27,4,955000,189,189,20,한국,제이프러스미디어,청소년관람불가,멜로/로맨스,강명진,,,
635,182,배짱이들,2016-05-12,5,1370000,137,187,6,한국,주식회사 씨엠닉스,12세이상관람가,다큐멘터리,정훈,,,
636,95,실종: 사라진아내,2016-11-01,11,974000,185,185,20,한국,주식회사 루믹스미디어,청소년관람불가,"스릴러,멜로/로맨스,액션",노병하,,,
637,96,어린 형수 - 무삭제판,2016-10-13,10,965000,184,184,20,한국,핵존슨,청소년관람불가,멜로/로맨스,최우성,,,
638,86,처녀 사냥,2018-01-31,1,1020000,183,183,19,한국,,,,,,,
639,78,불륜의 후예,2016-09-30,9,963000,183,183,20,한국,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,이상수,,,
640,103,형님아내2,2016-08-31,8,960000,183,183,20,한국,이돌영화사,청소년관람불가,멜로/로맨스,이돌,,,
641,102,이파니의 시크릿 관음클럽,2016-10-25,10,960000,183,183,20,한국,판타스틱룸미디어,청소년관람불가,드라마,오상원,,,
642,87,엄마 애인,2018-01-29,1,1010000,182,182,20,한국,,,,,,,
643,65,이바라키의 여름,2015-08-06,8,1240000,181,181,5,한국,(주)씨에이씨엔터테인먼트,전체관람가,다큐멘터리,전성호,,,
644,89,초대녀,2018-06-05,6,996000,180,180,21,한국,,,,,,,
645,125,십이야: 깊고 붉은 열두 개의 밤 Chapter1,2015-07-23,7,1260000,19,179,3,한국,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",오인천,,,
646,92,19금 정사: 말할 수 없는 비밀,2016-08-18,8,942000,179,179,19,한국,(주)케이알씨지,청소년관람불가,드라마,박범수,,,
647,77,교회누나,2018-06-22,6,993000,179,179,20,한국,,,,,,,
648,92,음란한 모델,2018-07-19,7,991000,179,179,20,한국,,,,,,,
649,81,색다른 정사,2016-08-04,8,933000,177,177,20,한국,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이재남,,,
650,102,19금 만남의 목적,2016-09-02,9,930000,177,177,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이세일,,,
651,102,19 섹스 맛있는 속 궁합,2016-09-02,9,930000,177,177,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민우,,,
652,87,정사: 은밀한 밀애,2016-08-16,8,927000,177,177,20,한국,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이재상,,,
653,103,내 아내의 친구,2016-09-08,9,922000,177,177,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,엠씨짱,,,
654,86,속사정,2017-05-18,5,901000,177,177,20,한국,THE 픽쳐스,청소년관람불가,스릴러,조일준,,,
655,104,힐링캠프 : 한 세상,2017-06-22,6,878000,176,176,20,한국,THE 픽쳐스,청소년관람불가,멜로/로맨스,국만중,,,
656,87,썸 - 은밀한 이야기 : 무삭제판,2017-05-22,5,887000,175,175,20,한국,(주)스토리제이,청소년관람불가,기타,송정규,,,
657,89,옆집여자,2017-06-20,6,881000,175,175,20,한국,(주)제이에이와이이엔터테인먼트,청소년관람불가,멜로/로맨스,마의성,,,
658,89,티켓 다방 - 무삭제판,2017-06-16,6,876000,175,175,20,한국,,청소년관람불가,멜로/로맨스,김태수,,,
659,102,올리고당 더 무비,2017-07-04,7,887000,172,172,20,한국,(주)농담,청소년관람불가,"드라마,코미디,멜로/로맨스,스릴러,성인물(에로)",노진수,,,
660,102,매너선생님,2016-09-22,9,933000,171,171,20,한국,노바엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",노진수,,,
661,80,착한불륜,2017-04-25,4,848000,5,170,20,한국,(주)인포투스,청소년관람불가,멜로/로맨스,에로핑,,,
662,94,야설 쓰는 여자,2016-08-24,8,917000,169,169,21,한국,노바엔터테인먼트,청소년관람불가,드라마,강백호,,,
663,104,침대렐라,2016-09-22,9,910000,168,168,20,한국,노바엔터테인먼트,청소년관람불가,멜로/로맨스,최무연,,,
664,109,타는 여자,2016-11-25,11,907000,168,168,20,한국,주식회사 비엠미디어,청소년관람불가,멜로/로맨스,"이철민,정재혁",,,
665,92,친절한 가정부,2015-02-26,2,1.00E+06,166,166,4,한국,(주)박수엔터테인먼트,청소년관람불가,코미디,노진수,,,0.035484735
666,103,야한목소리-쏠리네 무삭제,2017-03-23,3,845000,166,166,20,한국,THE 픽쳐스,청소년관람불가,"멜로/로맨스,코미디",이두희,,,
667,79,음란 과외 - 무삭제판,2017-01-02,1,842000,165,165,19,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,,,
668,110,엠티의 목적,2016-11-29,11,850000,165,165,20,한국,주식회사 루믹스미디어,청소년관람불가,"드라마,코미디",금마성,,,
669,89,형님아내3(아랫집 부인),2017-04-13,4,846000,165,165,20,한국,이돌영화사,청소년관람불가,"멜로/로맨스,액션",이돌,,,
670,97,안해,2017-02-23,2,845000,165,165,20,한국,(주)콘텐츠윙,청소년관람불가,"드라마,멜로/로맨스",이강림,,,
671,81,음란 선비 - 무삭제판,2017-01-11,1,842000,165,165,20,한국,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,최우성,,,
672,110,맛 2016: 삼시색기- 무삭제판,2016-11-24,11,842000,165,165,20,한국,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,최우성,,,
673,91,가족의 재구성,2017-02-14,2,842000,165,165,20,한국,조박픽쳐스,청소년관람불가,멜로/로맨스,최재후,,,
674,93,딸의 친구 - 무삭제판,2017-02-21,2,841000,165,165,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,,,
675,88,유혹,2017-01-19,1,840000,165,165,20,한국,주식회사 루믹스미디어,청소년관람불가,"드라마,스릴러",최우성,,,
676,91,특이점이 온 영화,2017-03-07,3,839000,165,165,20,한국,밀크픽처스,청소년관람불가,"코미디,멜로/로맨스",공자관,,,
677,91,어린 형수 2 - 무삭제판,2017-03-07,3,839000,165,165,20,한국,너바나 필름,청소년관람불가,멜로/로맨스,김태수,,,
678,89,사촌여동생,2017-06-13,6,826000,165,165,20,한국,,청소년관람불가,드라마,양호열,,,
679,95,아빠친구,2016-08-18,8,892000,164,164,20,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,이슬,,,
680,91,타짜의 목적 무삭제,2018-07-26,7,912000,163,163,20,한국,,,,,,,
681,96,섹스가 다이어트에 미치는 영향: 무삭제 확장판,2016-12-15,12,807000,159,159,20,한국,노바엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디",최무연,,,
682,95,헤픈젤: 비밀의 몸캠,2017-02-15,2,805000,159,159,20,한국,노바엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",마의성,,,
683,98,깊은 사정,2017-02-27,2,805000,159,159,20,한국,(유)쏘아필름,청소년관람불가,"멜로/로맨스,드라마",이마오카 신지,,,
684,119,어린 아내,2016-11-18,11,796000,158,158,20,한국,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",화니,,,
685,133,어느 여름날 밤에,2017-04-06,4,1230000,55,153,5,한국,이상우 필름,청소년관람불가,드라마,김헌,,,
686,88,불륜의 시대 감독판,2017-12-26,12,754000,150,150,21,한국,,,,,,,
687,90,동창회의 목적: 더 비기닝,2017-02-02,2,761000,148,149,19,한국,,청소년관람불가,청소년관람불가,"멜로/로맨스,드라마",,,
688,125,전망 좋은 집 3,2016-12-01,12,760000,149,149,20,한국,영화사 인연,청소년관람불가,"멜로/로맨스,드라마",곽승호,,,
689,82,내 친구의 아내 2,2016-12-29,12,756000,149,149,20,한국,(주)매니아22,청소년관람불가,"멜로/로맨스,드라마",이도시,,,
690,113,19금 섹스의 늪 무삭특별판,2016-11-15,11,746000,149,149,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이재남,,,
691,89,정사 : 질투의 덫 - 감독판,2018-02-07,2,808000,147,147,22,한국,,,,,,,
692,105,금지된 섹스 몽정사,2016-11-09,11,747000,146,146,20,한국,(주)케이알씨지,청소년관람불가,청소년관람불가,"멜로/로맨스,드라마",,,
693,110,정사: 친구 엄마,2017-07-05,7,722000,145,145,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이동현,,,
694,100,여자전쟁: 떠도는 눈,2016-08-22,8,752000,145,145,21,한국,TCO(주)더콘텐츠온,청소년관람불가,"드라마,스릴러",김동욱,,,
695,96,친구엄마들,2018-07-05,7,998000,128,140,20,한국,,,,,,,
696,106,어린 여배우 무삭제판,2018-07-10,7,658000,138,139,20,한국,,,,,,,
697,114,착한아내,2016-10-20,10,758000,139,139,21,한국,(주)전망좋은 영화사,청소년관람불가,"스릴러,드라마,멜로/로맨스",지길웅,,,
698,100,폰 섹스의 덫-감독판,2018-07-24,7,657000,138,138,20,한국,,,,,,,
699,100,젊은 누나-감독판,2018-07-26,7,657000,138,138,20,한국,,,,,,,
700,102,선녀는 몸으로 운다-감독판,2018-07-12,7,657000,138,138,20,한국,,,,,,,
701,96,스캔들 II,2017-03-08,3,671000,136,136,20,한국,(주)케이알씨지,청소년관람불가,"드라마,멜로/로맨스",이동현,,,
702,100,공즉시색 2,2018-02-01,2,807000,135,135,20,한국,,,,,,,
703,107,여자전쟁: 이사 온 남자,2016-10-17,10,754000,135,135,21,한국,TCO(주)더콘텐츠온,청소년관람불가,드라마,송창수,,,
704,112,내 학생의 엄마,2016-08-25,8,752000,135,135,21,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,기대호,,,
705,100,꿈꾸는 나비,2016-08-12,8,752000,135,135,21,한국,굿픽처스,청소년관람불가,"미스터리,스릴러",이상화,,,
706,145,메멘토모리,2018-06-28,6,1120000,68,134,7,한국,,,,,,,
707,110,착한 형수,2016-10-27,10,752000,134,134,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,기대호,,,
708,118,스와핑 : 친구의 아내,2016-11-15,11,752000,134,134,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,홍성수,,,
709,111,여직원들 : 직장연애사,2016-09-22,9,751000,134,134,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,,,
710,111,새오빠,2016-09-20,9,751000,134,134,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이상우,,,
711,120,매춘 2016,2016-11-24,11,750000,134,134,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이상우,,,
712,98,스캔들,2016-12-13,12,652000,132,132,19,한국,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이동현,,,
713,119,스캔들 III,2017-03-29,3,649000,132,132,20,한국,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이동현,,,
714,115,맛있는 섹스 그리고 그 여자,2017-04-28,4,649000,132,132,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,,,
715,107,가정교사-맛있는 섹스 비밀 수업,2017-04-21,4,649000,132,132,20,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,,,
716,83,여자전쟁: 여자의 이유,2017-01-17,1,665000,132,132,21,한국,TCO(주)더콘텐츠온,청소년관람불가,"드라마,멜로/로맨스",송창수,,,
717,98,친구누나2,2018-02-08,2,773000,130,130,20,한국,,,,,,,
718,96,불륜 동창회,2018-03-02,3,772000,130,130,20,한국,(주)소나무픽쳐스,,멜로/로맨스,오타니 야스유키,,,
719,98,밀애 : 친구엄마,2018-02-27,2,770000,129,129,20,한국,,,,,,,
720,94,정사 : 캠퍼스 커플,2018-06-22,6,768000,129,129,20,한국,,,,,,,
721,94,애인 : 아내의 남자,2018-06-21,6,763000,129,129,20,한국,,,,,,,
722,101,하숙집 여자들,2018-06-26,6,763000,128,128,20,한국,,,,,,,
723,105,착한 형수 3,2018-06-07,6,758000,128,128,20,한국,,,,,,,
724,86,아내의 애인 2,2018-06-14,6,758000,128,128,20,한국,(주)영화사가을,,,,,,
725,101,밀애 : 부부카풀,2018-06-28,6,758000,128,128,20,한국,,,,,,,
726,122,아내의 사정,2016-11-29,11,630000,128,128,20,한국,(주)액티버스엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",차윤영,,,
727,111,섹스메이트,2017-06-26,6,644000,126,127,17,한국,(주)네스팅,청소년관람불가,"멜로/로맨스,스릴러",이슬,,,
728,120,두처제,2016-10-25,10,702000,126,126,20,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,박주영,,,
729,108,내 아내의 언니,2016-12-20,12,658000,126,126,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이상우,,,
730,107,챌린지 게임,2016-08-18,8,657000,126,126,21,한국,(주)전망좋은 영화사,청소년관람불가,"스릴러,멜로/로맨스",원석호,,,
731,104,일본 엄마,2017-02-09,2,657000,125,125,20,한국,YJ COMPANY,청소년관람불가,청소년관람불가,"멜로/로맨스,드라마",,,
732,110,새엄마,2016-11-03,11,657000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,김무원,,,
733,104,친구부부 : 욕망의 스와핑,2017-02-14,2,655000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이상우,,,
734,88,여자 하숙집,2017-05-11,5,655000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,"멜로/로맨스,드라마",이리단,,,
735,96,엄마친구 3,2017-03-30,3,655000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,"멜로/로맨스,코미디",명석환,,,
736,116,아내를 바꾸다,2017-05-02,5,655000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,"멜로/로맨스,드라마",김무원,,,
737,94,누나 친구 2,2017-06-01,6,655000,125,125,20,한국,,청소년관람불가,멜로/로맨스,채준우,,,
738,89,스와핑 하던 날,2017-01-10,1,654000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,,,
739,94,불륜가족,2017-06-08,6,654000,125,125,20,한국,,청소년관람불가,멜로/로맨스,곽영근,,,
740,98,러브 슬레이트,2017-01-19,1,654000,125,125,20,한국,,청소년관람불가,"애니메이션,성인물(에로)",김현수,,,
741,98,아내의 동창회,2017-03-09,3,653000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,,,
742,111,내 아내의 새엄마,2017-06-29,6,652000,125,125,20,한국,(주)영화사 사계절,청소년관람불가,"멜로/로맨스,드라마",이리단,,,
743,125,여배우 섹스 스캔들2,2016-11-25,11,620000,125,125,20,한국,(주)케이알씨지,청소년관람불가,"드라마,멜로/로맨스",야마삐,,,
744,121,원나잇스탠드,2017-03-28,3,642000,125,125,21,한국,(주)전망좋은 영화사,청소년관람불가,"스릴러,드라마,멜로/로맨스",지길웅,,,
745,103,젊은 장모,2018-02-02,2,721000,123,123,19,한국,,,,,,,
747,100,여자친구,2018-02-27,2,720000,123,123,20,한국,,,,,,,
748,101,이모의 유혹,2018-03-02,3,711000,122,122,18,한국,,,,,,,
749,100,옆집누나들,2018-06-21,6,713000,122,122,20,한국,,,,,,,
750,88,가슴큰누나들,2018-06-12,6,708000,121,121,19,한국,스마일컨텐츠,,,,,,
751,109,처제의 유혹,2017-05-23,5,624000,121,121,20,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,박선욱,,,
752,105,미투 숨겨진 진실,2018-06-29,6,703000,120,120,20,한국,,,,,,,
753,152,미션스쿨,2015-10-15,10,750000,61,119,4,한국,홀리가든,12세이상관람가,드라마,강의석,,,
754,98,옆집소녀,2017-03-21,3,599000,116,117,17,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,박선욱,,,
755,92,내 남편의 가정교사,2017-01-03,1,599000,116,116,19,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,박선욱,,,
756,102,사슬 - 두 여자의 유혹,2017-04-11,4,599000,116,116,20,한국,스마일컨텐츠,청소년관람불가,"스릴러,멜로/로맨스",박선욱,,,
757,102,여배우와 동거,2017-04-10,4,596000,116,116,20,한국,(주)케이피에이기획,청소년관람불가,멜로/로맨스,이슬,,,
758,100,미용실 : 특별한 서비스 무삭제,2017-01-25,1,593000,116,116,20,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,,,
759,118,까시,2016-10-27,10,1020000,114,114,5,한국,THE 픽쳐스,청소년관람불가,멜로/로맨스,이영민,,,
760,114,쌍둥이 에로 킬러 - 자매의 유혹,2016-11-04,11,640000,114,114,20,한국,(주)픽쳐레스크,청소년관람불가,"멜로/로맨스,액션",이한,,,
761,109,펑정지에는 펑정지에다,2016-05-12,5,825000,112,112,5,한국,(주)인디플러그,12세이상관람가,드라마,민병훈,,,
762,119,어떤 하루,2017-06-28,6,855000,109,109,5,한국,(주)비엠컬쳐스,15세이상관람가,드라마,"정가영,전선호,최진혁",,,
763,110,내 여자의 엄마,2017-02-22,2,558000,109,109,19,한국,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",석영오,,,
765,135,탐하다: 욕망의 섬,2017-05-01,5,450000,81,81,20,한국,(주)씨타마운틴픽쳐스,청소년관람불가,"스릴러,공포(호러)",김진성,,,
766,116,화끈한 써비스: 어느 잔인한 미용사의,2015-01-29,1,436000,76,76,5,한국,골든타이드픽처스(주),청소년관람불가,스릴러,남기웅,,,
767,94,살인캠프,2015-03-05,3,424000,74,74,5,한국,골든타이드픽처스(주),청소년관람불가,스릴러,이상빈,,,
768,159,심장박동 조작극,2017-12-21,12,387000,52,72,4,한국,,,,,,,
769,142,연애 : 엄마친구,2018-07-10,7,470000,69,69,20,한국,,,,,,,
770,142,신혼부부의 성생활,2018-07-12,7,470000,69,69,20,한국,,15세이상관람가,,,,,
771,141,스와핑 : 친구의 아내 2,2018-07-19,7,470000,69,69,20,한국,,,,,,,
772,125,정사 : 처제의 사랑,2018-07-26,7,465000,69,69,20,한국,,,,,,,
773,170,침입자,2017-12-14,12,130000,16,53,4,한국,,,드라마,클레르 드니,,,
774,156,퍼스트 스텝,2018-02-08,2,441000,51,51,4,한국,,,,,,,
775,98,어떤 가족,2015-06-25,6,280000,50,50,5,한국,골든타이드픽처스(주),12세이상관람가,드라마,김형범,,,
776,121,친애하는 지도자동지께,2015-12-31,12,341000,49,49,3,한국,이상우 필름,청소년관람불가,드라마,이상우,,,
777,217,종이 비행기,2018-01-31,1,381000,34,48,3,한국,,,,,,,
778,136,망대,2015-03-12,3,364000,25,46,3,한국,골든타이드픽처스(주),전체관람가,다큐멘터리,문승욱,,,
779,212,애연,2018-06-28,6,39000,14,39,5,한국,,,,,,,
780,159,불청객 - 반가운 손님,2016-09-29,9,90000,25,25,5,한국,THE 픽쳐스,청소년관람불가,스릴러,최형렬,,,
781,146,서울야행,2016-05-05,5,147000,21,21,3,한국,주식회사 씨엠닉스,15세이상관람가,"코미디,멜로/로맨스,드라마",권중목,,,
782,144,악녀의 시,2016-02-18,2,123000,14,14,5,한국,노바엔터테인먼트,15세이상관람가,"범죄,스릴러,코미디",무명,,,
783,152,소년 이야기,2016-06-09,6,84000,14,14,5,한국,THE 픽쳐스,청소년관람불가,드라마,변주현,,,
784,184,천사의 시간,2018-06-21,6,35000,11,11,5,한국,,,,,,,
785,219,그림자 먹는 개,2018-06-28,6,55000,10,10,5,한국,,,,,,,
786,258,비스티걸스,2017-04-24,4,11000,5,5,5,한국,(주)마고필름,청소년관람불가,"드라마,멜로/로맨스",신진우,,,
